,종목명,단축코드,확장코드,기초자산코드
2818,비에이치   SP 2309-2,4EQT9TCS,KR44EQT9TCS0,A090460
2819,비에이치   SP 2309-2,4EQT9V3S,KR44EQT9V3S3,A090460
2820,비에이치   SP 2309-2,4EQT9V6S,KR44EQT9V6S6,A090460
2821,비에이치   SP 2309-2,4EQT9VCS,KR44EQT9VCS6,A090460
2822,비에이치   SP 2309-2,4EQT9W6S,KR44EQT9W6S5,A090460
2823,비에이치   SP 2309-2,4EQT9WCS,KR44EQT9WCS4,A090460
2824,DL이앤씨   SP 2309-2,4ERT9TAS,KR44ERT9TAS3,A375500
2825,DL이앤씨   SP 2309-2,4ERT9TBS,KR44ERT9TBS1,A375500
2826,DL이앤씨   SP 2309-2,4ERT9TCS,KR44ERT9TCS9,A375500
2827,DL이앤씨   SP 2309-2,4ERT9V3S,KR44ERT9V3S1,A375500
2828,DL이앤씨   SP 2309-2,4ERT9V6S,KR44ERT9V6S4,A375500
2829,DL이앤씨   SP 2309-2,4ERT9VCS,KR44ERT9VCS5,A375500
2830,DL이앤씨   SP 2309-2,4ERT9W6S,KR44ERT9W6S3,A375500
2831,DL이앤씨   SP 2309-2,4ERT9WCS,KR44ERT9WCS3,A375500
2832,삼성바이오 SP 2309-2,4EST9TAS,KR44EST9TAS2,A207940
2833,삼성바이오 SP 2309-2,4EST9TBS,KR44EST9TBS0,A207940
2834,삼성바이오 SP 2309-2,4EST9TCS,KR44EST9TCS8,A207940
2835,삼성바이오 SP 2309-2,4EST9V3S,KR44EST9V3S9,A207940
2836,삼성바이오 SP 2309-2,4EST9V6S,KR44EST9V6S2,A207940
2837,삼성바이오 SP 2309-2,4EST9VCS,KR44EST9VCS4,A207940
2838,삼성바이오 SP 2309-2,4EST9W6S,KR44EST9W6S1,A207940
2839,삼성바이오 SP 2309-2,4EST9WCS,KR44EST9WCS2,A207940
2840,삼성엔지니 SP 2309-2,4ETT9TAS,KR44ETT9TAS1,A028050
2841,삼성엔지니 SP 2309-2,4ETT9TBS,KR44ETT9TBS9,A028050
2842,삼성엔지니 SP 2309-2,4ETT9TCS,KR44ETT9TCS7,A028050
2843,삼성엔지니 SP 2309-2,4ETT9V3S,KR44ETT9V3S7,A028050
2844,삼성엔지니 SP 2309-2,4ETT9V6S,KR44ETT9V6S0,A028050
2845,삼성엔지니 SP 2309-2,4ETT9VCS,KR44ETT9VCS3,A028050
2846,삼성엔지니 SP 2309-2,4ETT9W6S,KR44ETT9W6S9,A028050
2847,삼성엔지니 SP 2309-2,4ETT9WCS,KR44ETT9WCS1,A028050
2848,한화시스템 SP 2309-2,4EVT9TAS,KR44EVT9TAS7,A272210
2849,한화시스템 SP 2309-2,4EVT9TBS,KR44EVT9TBS5,A272210
2850,한화시스템 SP 2309-2,4EVT9TCS,KR44EVT9TCS3,A272210
2851,한화시스템 SP 2309-2,4EVT9V3S,KR44EVT9V3S3,A272210
2852,한화시스템 SP 2309-2,4EVT9V6S,KR44EVT9V6S6,A272210
2853,한화시스템 SP 2309-2,4EVT9VCS,KR44EVT9VCS9,A272210
2854,한화시스템 SP 2309-2,4EVT9W6S,KR44EVT9W6S5,A272210
2855,한화시스템 SP 2309-2,4EVT9WCS,KR44EVT9WCS7,A272210
2856,보령       SP 2309-2,4EWT9TAS,KR44EWT9TAS6,A003850
2857,보령       SP 2309-2,4EWT9TBS,KR44EWT9TBS4,A003850
2858,보령       SP 2309-2,4EWT9TCS,KR44EWT9TCS2,A003850
2859,보령       SP 2309-2,4EWT9V3S,KR44EWT9V3S1,A003850
2860,보령       SP 2309-2,4EWT9V6S,KR44EWT9V6S4,A003850
2861,보령       SP 2309-2,4EWT9VCS,KR44EWT9VCS8,A003850
2862,보령       SP 2309-2,4EWT9W6S,KR44EWT9W6S3,A003850
2863,보령       SP 2309-2,4EWT9WCS,KR44EWT9WCS6,A003850
2864,카카오게임 SP 2309-2,4EXT9TAS,KR44EXT9TAS5,A293490
2865,카카오게임 SP 2309-2,4EXT9TBS,KR44EXT9TBS3,A293490
2866,카카오게임 SP 2309-2,4EXT9TCS,KR44EXT9TCS1,A293490
2867,카카오게임 SP 2309-2,4EXT9V3S,KR44EXT9V3S9,A293490
2868,카카오게임 SP 2309-2,4EXT9V6S,KR44EXT9V6S2,A293490
2869,카카오게임 SP 2309-2,4EXT9VCS,KR44EXT9VCS7,A293490
2870,카카오게임 SP 2309-2,4EXT9W6S,KR44EXT9W6S1,A293490
2871,카카오게임 SP 2309-2,4EXT9WCS,KR44EXT9WCS5,A293490
2872,에코프로비 SP 2309-2,4EYT9TAS,KR44EYT9TAS4,A247540
2873,에코프로비 SP 2309-2,4EYT9TBS,KR44EYT9TBS2,A247540
2874,에코프로비 SP 2309-2,4EYT9TCS,KR44EYT9TCS0,A247540
2875,에코프로비 SP 2309-2,4EYT9V3S,KR44EYT9V3S7,A247540
2876,에코프로비 SP 2309-2,4EYT9V6S,KR44EYT9V6S0,A247540
2877,에코프로비 SP 2309-2,4EYT9VCS,KR44EYT9VCS6,A247540
2878,에코프로비 SP 2309-2,4EYT9W6S,KR44EYT9W6S9,A247540
2879,에코프로비 SP 2309-2,4EYT9WCS,KR44EYT9WCS4,A247540
2880,스튜디오드 SP 2309-2,4EZT9TAS,KR44EZT9TAS3,A253450
2881,스튜디오드 SP 2309-2,4EZT9TBS,KR44EZT9TBS1,A253450
2882,스튜디오드 SP 2309-2,4EZT9TCS,KR44EZT9TCS9,A253450
2883,스튜디오드 SP 2309-2,4EZT9V3S,KR44EZT9V3S4,A253450
2884,스튜디오드 SP 2309-2,4EZT9V6S,KR44EZT9V6S7,A253450
2885,스튜디오드 SP 2309-2,4EZT9VCS,KR44EZT9VCS5,A253450
2886,스튜디오드 SP 2309-2,4EZT9W6S,KR44EZT9W6S6,A253450
2887,스튜디오드 SP 2309-2,4EZT9WCS,KR44EZT9WCS3,A253450
2888,천보       SP 2309-2,4F0T9TAS,KR44F0T9TAS4,A278280
2889,천보       SP 2309-2,4F0T9TBS,KR44F0T9TBS2,A278280
2890,천보       SP 2309-2,4F0T9TCS,KR44F0T9TCS0,A278280
2891,천보       SP 2309-2,4F0T9V3S,KR44F0T9V3S4,A278280
2892,천보       SP 2309-2,4F0T9V6S,KR44F0T9V6S7,A278280
2893,천보       SP 2309-2,4F0T9VCS,KR44F0T9VCS6,A278280
2894,천보       SP 2309-2,4F0T9W6S,KR44F0T9W6S6,A278280
2895,천보       SP 2309-2,4F0T9WCS,KR44F0T9WCS4,A278280
2896,콜마비앤에 SP 2309-2,4F1T9TAS,KR44F1T9TAS3,A200130
2897,콜마비앤에 SP 2309-2,4F1T9TBS,KR44F1T9TBS1,A200130
2898,콜마비앤에 SP 2309-2,4F1T9TCS,KR44F1T9TCS9,A200130
2899,콜마비앤에 SP 2309-2,4F1T9V3S,KR44F1T9V3S2,A200130
2900,콜마비앤에 SP 2309-2,4F1T9V6S,KR44F1T9V6S5,A200130
2901,콜마비앤에 SP 2309-2,4F1T9VCS,KR44F1T9VCS5,A200130
2902,콜마비앤에 SP 2309-2,4F1T9W6S,KR44F1T9W6S4,A200130
2903,콜마비앤에 SP 2309-2,4F1T9WCS,KR44F1T9WCS3,A200130
2904,SFA반도체  SP 2309-2,4F2T9TAS,KR44F2T9TAS2,A036540
2905,SFA반도체  SP 2309-2,4F2T9TBS,KR44F2T9TBS0,A036540
2906,SFA반도체  SP 2309-2,4F2T9TCS,KR44F2T9TCS8,A036540
2907,SFA반도체  SP 2309-2,4F2T9V3S,KR44F2T9V3S0,A036540
2908,SFA반도체  SP 2309-2,4F2T9V6S,KR44F2T9V6S3,A036540
2909,SFA반도체  SP 2309-2,4F2T9VCS,KR44F2T9VCS4,A036540
2910,SFA반도체  SP 2309-2,4F2T9W6S,KR44F2T9W6S2,A036540
2911,SFA반도체  SP 2309-2,4F2T9WCS,KR44F2T9WCS2,A036540
2912,NHN KCP    SP 2309-2,4F3T9TAS,KR44F3T9TAS1,A060250
2913,NHN KCP    SP 2309-2,4F3T9TBS,KR44F3T9TBS9,A060250
2914,NHN KCP    SP 2309-2,4F3T9TCS,KR44F3T9TCS7,A060250
2915,NHN KCP    SP 2309-2,4F3T9V3S,KR44F3T9V3S8,A060250
2916,NHN KCP    SP 2309-2,4F3T9V6S,KR44F3T9V6S1,A060250
2917,NHN KCP    SP 2309-2,4F3T9VCS,KR44F3T9VCS3,A060250
2918,NHN KCP    SP 2309-2,4F3T9W6S,KR44F3T9W6S0,A060250
2919,NHN KCP    SP 2309-2,4F3T9WCS,KR44F3T9WCS1,A060250
2920,삼천당제약 SP 2309-2,4F4T9TAS,KR44F4T9TAS0,A000250
2921,삼천당제약 SP 2309-2,4F4T9TBS,KR44F4T9TBS8,A000250
2922,삼천당제약 SP 2309-2,4F4T9TCS,KR44F4T9TCS6,A000250
2923,삼천당제약 SP 2309-2,4F4T9V3S,KR44F4T9V3S6,A000250
2924,삼천당제약 SP 2309-2,4F4T9V6S,KR44F4T9V6S9,A000250
2925,삼천당제약 SP 2309-2,4F4T9VCS,KR44F4T9VCS2,A000250
2926,삼천당제약 SP 2309-2,4F4T9W6S,KR44F4T9W6S8,A000250
2927,삼천당제약 SP 2309-2,4F4T9WCS,KR44F4T9WCS0,A000250
2928,LG에너지솔 SP 2309-2,4F5T9TAS,KR44F5T9TAS9,A373220
2929,LG에너지솔 SP 2309-2,4F5T9TBS,KR44F5T9TBS7,A373220
2930,LG에너지솔 SP 2309-2,4F5T9TCS,KR44F5T9TCS5,A373220
2931,LG에너지솔 SP 2309-2,4F5T9V3S,KR44F5T9V3S3,A373220
2932,LG에너지솔 SP 2309-2,4F5T9V6S,KR44F5T9V6S6,A373220
2933,LG에너지솔 SP 2309-2,4F5T9VCS,KR44F5T9VCS1,A373220
2934,LG에너지솔 SP 2309-2,4F5T9W6S,KR44F5T9W6S5,A373220
2935,LG에너지솔 SP 2309-2,4F5T9WCS,KR44F5T9WCS9,A373220
2936,카카오뱅크 SP 2309-2,4F6T9TAS,KR44F6T9TAS8,A323410
2937,카카오뱅크 SP 2309-2,4F6T9TBS,KR44F6T9TBS6,A323410
2938,카카오뱅크 SP 2309-2,4F6T9TCS,KR44F6T9TCS4,A323410
2939,카카오뱅크 SP 2309-2,4F6T9V3S,KR44F6T9V3S1,A323410
2940,카카오뱅크 SP 2309-2,4F6T9V6S,KR44F6T9V6S4,A323410
2941,카카오뱅크 SP 2309-2,4F6T9VCS,KR44F6T9VCS0,A323410
2942,카카오뱅크 SP 2309-2,4F6T9W6S,KR44F6T9W6S3,A323410
2943,카카오뱅크 SP 2309-2,4F6T9WCS,KR44F6T9WCS8,A323410
2944,카카오페이 SP 2309-2,4F7T9TAS,KR44F7T9TAS7,A377300
2945,카카오페이 SP 2309-2,4F7T9TBS,KR44F7T9TBS5,A377300
2946,카카오페이 SP 2309-2,4F7T9TCS,KR44F7T9TCS3,A377300
2947,카카오페이 SP 2309-2,4F7T9V3S,KR44F7T9V3S9,A377300
2948,카카오페이 SP 2309-2,4F7T9V6S,KR44F7T9V6S2,A377300
2949,카카오페이 SP 2309-2,4F7T9VCS,KR44F7T9VCS9,A377300
2950,카카오페이 SP 2309-2,4F7T9W6S,KR44F7T9W6S1,A377300
2951,카카오페이 SP 2309-2,4F7T9WCS,KR44F7T9WCS7,A377300
2952,크래프톤   SP 2309-2,4F8T9TAS,KR44F8T9TAS6,A259960
2953,크래프톤   SP 2309-2,4F8T9TBS,KR44F8T9TBS4,A259960
2954,크래프톤   SP 2309-2,4F8T9TCS,KR44F8T9TCS2,A259960
2955,크래프톤   SP 2309-2,4F8T9V3S,KR44F8T9V3S7,A259960
2956,크래프톤   SP 2309-2,4F8T9V6S,KR44F8T9V6S0,A259960
2957,크래프톤   SP 2309-2,4F8T9VCS,KR44F8T9VCS8,A259960
2958,크래프톤   SP 2309-2,4F8T9W6S,KR44F8T9W6S9,A259960
2959,크래프톤   SP 2309-2,4F8T9WCS,KR44F8T9WCS6,A259960
2960,SK바이오사 SP 2309-2,4F9T9TAS,KR44F9T9TAS5,A302440
2961,SK바이오사 SP 2309-2,4F9T9TBS,KR44F9T9TBS3,A302440
2962,SK바이오사 SP 2309-2,4F9T9TCS,KR44F9T9TCS1,A302440
2963,SK바이오사 SP 2309-2,4F9T9V3S,KR44F9T9V3S5,A302440
2964,SK바이오사 SP 2309-2,4F9T9V6S,KR44F9T9V6S8,A302440
2965,SK바이오사 SP 2309-2,4F9T9VCS,KR44F9T9VCS7,A302440
2966,SK바이오사 SP 2309-2,4F9T9W6S,KR44F9T9W6S7,A302440
2967,SK바이오사 SP 2309-2,4F9T9WCS,KR44F9T9WCS5,A302440
2968,HMM        SP 2309-2,4FAT9TAS,KR44FAT9TAS1,A011200
2969,HMM        SP 2309-2,4FAT9TBS,KR44FAT9TBS9,A011200
2970,HMM        SP 2309-2,4FAT9TCS,KR44FAT9TCS7,A011200
2971,HMM        SP 2309-2,4FAT9V3S,KR44FAT9V3S4,A011200
2972,HMM        SP 2309-2,4FAT9V6S,KR44FAT9V6S7,A011200
2973,HMM        SP 2309-2,4FAT9VCS,KR44FAT9VCS3,A011200
2974,HMM        SP 2309-2,4FAT9W6S,KR44FAT9W6S6,A011200
2975,HMM        SP 2309-2,4FAT9WCS,KR44FAT9WCS1,A011200
2976,SK아이이테 SP 2309-2,4FBT9TAS,KR44FBT9TAS0,A361610
2977,SK아이이테 SP 2309-2,4FBT9TBS,KR44FBT9TBS8,A361610
2978,SK아이이테 SP 2309-2,4FBT9TCS,KR44FBT9TCS6,A361610
2979,SK아이이테 SP 2309-2,4FBT9V3S,KR44FBT9V3S2,A361610
2980,SK아이이테 SP 2309-2,4FBT9V6S,KR44FBT9V6S5,A361610
2981,SK아이이테 SP 2309-2,4FBT9VCS,KR44FBT9VCS2,A361610
2982,SK아이이테 SP 2309-2,4FBT9W6S,KR44FBT9W6S4,A361610
2983,SK아이이테 SP 2309-2,4FBT9WCS,KR44FBT9WCS0,A361610
2984,하이브     SP 2309-2,4FCT9TAS,KR44FCT9TAS9,A352820
2985,하이브     SP 2309-2,4FCT9TBS,KR44FCT9TBS7,A352820
2986,하이브     SP 2309-2,4FCT9TCS,KR44FCT9TCS5,A352820
2987,하이브     SP 2309-2,4FCT9V3S,KR44FCT9V3S0,A352820
2988,하이브     SP 2309-2,4FCT9V6S,KR44FCT9V6S3,A352820
2989,하이브     SP 2309-2,4FCT9VCS,KR44FCT9VCS1,A352820
2990,하이브     SP 2309-2,4FCT9W6S,KR44FCT9W6S2,A352820
2991,하이브     SP 2309-2,4FCT9WCS,KR44FCT9WCS9,A352820
2992,HD현대중공 SP 2309-2,4FDT9TAS,KR44FDT9TAS8,A329180
2993,HD현대중공 SP 2309-2,4FDT9TBS,KR44FDT9TBS6,A329180
2994,HD현대중공 SP 2309-2,4FDT9TCS,KR44FDT9TCS4,A329180
2995,HD현대중공 SP 2309-2,4FDT9V3S,KR44FDT9V3S8,A329180
2996,HD현대중공 SP 2309-2,4FDT9V6S,KR44FDT9V6S1,A329180
2997,HD현대중공 SP 2309-2,4FDT9VCS,KR44FDT9VCS0,A329180
2998,HD현대중공 SP 2309-2,4FDT9W6S,KR44FDT9W6S0,A329180
2999,HD현대중공 SP 2309-2,4FDT9WCS,KR44FDT9WCS8,A329180
3000,SK스퀘어   SP 2309-2,4FET9TAS,KR44FET9TAS7,A402340
3001,SK스퀘어   SP 2309-2,4FET9TBS,KR44FET9TBS5,A402340
3002,SK스퀘어   SP 2309-2,4FET9TCS,KR44FET9TCS3,A402340
3003,SK스퀘어   SP 2309-2,4FET9V3S,KR44FET9V3S6,A402340
3004,SK스퀘어   SP 2309-2,4FET9V6S,KR44FET9V6S9,A402340
3005,SK스퀘어   SP 2309-2,4FET9VCS,KR44FET9VCS9,A402340
3006,SK스퀘어   SP 2309-2,4FET9W6S,KR44FET9W6S8,A402340
3007,SK스퀘어   SP 2309-2,4FET9WCS,KR44FET9WCS7,A402340
3008,SK바이오팜 SP 2309-2,4FFT9TAS,KR44FFT9TAS6,A326030
3009,SK바이오팜 SP 2309-2,4FFT9TBS,KR44FFT9TBS4,A326030
3010,SK바이오팜 SP 2309-2,4FFT9TCS,KR44FFT9TCS2,A326030
3011,SK바이오팜 SP 2309-2,4FFT9V3S,KR44FFT9V3S3,A326030
3012,SK바이오팜 SP 2309-2,4FFT9V6S,KR44FFT9V6S6,A326030
3013,SK바이오팜 SP 2309-2,4FFT9VCS,KR44FFT9VCS8,A326030
3014,SK바이오팜 SP 2309-2,4FFT9W6S,KR44FFT9W6S5,A326030
3015,SK바이오팜 SP 2309-2,4FFT9WCS,KR44FFT9WCS6,A326030
3016,F&F        SP 2309-2,4FGT9TAS,KR44FGT9TAS5,A383220
3017,F&F        SP 2309-2,4FGT9TBS,KR44FGT9TBS3,A383220
3018,F&F        SP 2309-2,4FGT9TCS,KR44FGT9TCS1,A383220
3019,F&F        SP 2309-2,4FGT9V3S,KR44FGT9V3S1,A383220
3020,F&F        SP 2309-2,4FGT9V6S,KR44FGT9V6S4,A383220
3021,F&F        SP 2309-2,4FGT9VCS,KR44FGT9VCS7,A383220
3022,F&F        SP 2309-2,4FGT9W6S,KR44FGT9W6S3,A383220
3023,F&F        SP 2309-2,4FGT9WCS,KR44FGT9WCS5,A383220
3024,HD현대     SP 2309-2,4FHT9TAS,KR44FHT9TAS4,A267250
3025,HD현대     SP 2309-2,4FHT9TBS,KR44FHT9TBS2,A267250
3026,HD현대     SP 2309-2,4FHT9TCS,KR44FHT9TCS0,A267250
3027,HD현대     SP 2309-2,4FHT9V3S,KR44FHT9V3S9,A267250
3028,HD현대     SP 2309-2,4FHT9V6S,KR44FHT9V6S2,A267250
3029,HD현대     SP 2309-2,4FHT9VCS,KR44FHT9VCS6,A267250
3030,HD현대     SP 2309-2,4FHT9W6S,KR44FHT9W6S1,A267250
3031,HD현대     SP 2309-2,4FHT9WCS,KR44FHT9WCS4,A267250
3032,오리온     SP 2309-2,4FJT9TAS,KR44FJT9TAS2,A271560
3033,오리온     SP 2309-2,4FJT9TBS,KR44FJT9TBS0,A271560
3034,오리온     SP 2309-2,4FJT9TCS,KR44FJT9TCS8,A271560
3035,오리온     SP 2309-2,4FJT9V3S,KR44FJT9V3S5,A271560
3036,오리온     SP 2309-2,4FJT9V6S,KR44FJT9V6S8,A271560
3037,오리온     SP 2309-2,4FJT9VCS,KR44FJT9VCS4,A271560
3038,오리온     SP 2309-2,4FJT9W6S,KR44FJT9W6S7,A271560
3039,오리온     SP 2309-2,4FJT9WCS,KR44FJT9WCS2,A271560
3040,메리츠금융 SP 2309-2,4FKT9TAS,KR44FKT9TAS9,A138040
3041,메리츠금융 SP 2309-2,4FKT9TBS,KR44FKT9TBS7,A138040
3042,메리츠금융 SP 2309-2,4FKT9TCS,KR44FKT9TCS5,A138040
3043,메리츠금융 SP 2309-2,4FKT9V3S,KR44FKT9V3S3,A138040
3044,메리츠금융 SP 2309-2,4FKT9V6S,KR44FKT9V6S6,A138040
3045,메리츠금융 SP 2309-2,4FKT9VCS,KR44FKT9VCS1,A138040
3046,메리츠금융 SP 2309-2,4FKT9W6S,KR44FKT9W6S5,A138040
3047,메리츠금융 SP 2309-2,4FKT9WCS,KR44FKT9WCS9,A138040
3048,펄어비스   SP 2309-2,4FLT9TAS,KR44FLT9TAS8,A263750
3049,펄어비스   SP 2309-2,4FLT9TBS,KR44FLT9TBS6,A263750
3050,펄어비스   SP 2309-2,4FLT9TCS,KR44FLT9TCS4,A263750
3051,펄어비스   SP 2309-2,4FLT9V3S,KR44FLT9V3S1,A263750
3052,펄어비스   SP 2309-2,4FLT9V6S,KR44FLT9V6S4,A263750
3053,펄어비스   SP 2309-2,4FLT9VCS,KR44FLT9VCS0,A263750
3054,펄어비스   SP 2309-2,4FLT9W6S,KR44FLT9W6S3,A263750
3055,펄어비스   SP 2309-2,4FLT9WCS,KR44FLT9WCS8,A263750
3056,엘앤에프   SP 2309-2,4FMT9TAS,KR44FMT9TAS7,A066970
3057,엘앤에프   SP 2309-2,4FMT9TBS,KR44FMT9TBS5,A066970
3058,엘앤에프   SP 2309-2,4FMT9TCS,KR44FMT9TCS3,A066970
3059,엘앤에프   SP 2309-2,4FMT9V3S,KR44FMT9V3S9,A066970
3060,엘앤에프   SP 2309-2,4FMT9V6S,KR44FMT9V6S2,A066970
3061,엘앤에프   SP 2309-2,4FMT9VCS,KR44FMT9VCS9,A066970
3062,엘앤에프   SP 2309-2,4FMT9W6S,KR44FMT9W6S1,A066970
3063,엘앤에프   SP 2309-2,4FMT9WCS,KR44FMT9WCS7,A066970
3064,위메이드   SP 2309-2,4FNT9TAS,KR44FNT9TAS6,A112040
3065,위메이드   SP 2309-2,4FNT9TBS,KR44FNT9TBS4,A112040
3066,위메이드   SP 2309-2,4FNT9TCS,KR44FNT9TCS2,A112040
3067,위메이드   SP 2309-2,4FNT9V3S,KR44FNT9V3S7,A112040
3068,위메이드   SP 2309-2,4FNT9V6S,KR44FNT9V6S0,A112040
3069,위메이드   SP 2309-2,4FNT9VCS,KR44FNT9VCS8,A112040
3070,위메이드   SP 2309-2,4FNT9W6S,KR44FNT9W6S9,A112040
3071,위메이드   SP 2309-2,4FNT9WCS,KR44FNT9WCS6,A112040
3072,알테오젠   SP 2309-2,4FPT9TAS,KR44FPT9TAS4,A196170
3073,알테오젠   SP 2309-2,4FPT9TBS,KR44FPT9TBS2,A196170
3074,알테오젠   SP 2309-2,4FPT9TCS,KR44FPT9TCS0,A196170
3075,알테오젠   SP 2309-2,4FPT9V3S,KR44FPT9V3S2,A196170
3076,알테오젠   SP 2309-2,4FPT9V6S,KR44FPT9V6S5,A196170
3077,알테오젠   SP 2309-2,4FPT9VCS,KR44FPT9VCS6,A196170
3078,알테오젠   SP 2309-2,4FPT9W6S,KR44FPT9W6S4,A196170
3079,알테오젠   SP 2309-2,4FPT9WCS,KR44FPT9WCS4,A196170
3080,리노공업   SP 2309-2,4FQT9TAS,KR44FQT9TAS3,A058470
3081,리노공업   SP 2309-2,4FQT9TBS,KR44FQT9TBS1,A058470
3082,리노공업   SP 2309-2,4FQT9TCS,KR44FQT9TCS9,A058470
3083,리노공업   SP 2309-2,4FQT9V3S,KR44FQT9V3S0,A058470
3084,리노공업   SP 2309-2,4FQT9V6S,KR44FQT9V6S3,A058470
3085,리노공업   SP 2309-2,4FQT9VCS,KR44FQT9VCS5,A058470
3086,리노공업   SP 2309-2,4FQT9W6S,KR44FQT9W6S2,A058470
3087,리노공업   SP 2309-2,4FQT9WCS,KR44FQT9WCS3,A058470
3088,BGF리테일  SP 2309-2,4FRT9TAS,KR44FRT9TAS2,A282330
3089,BGF리테일  SP 2309-2,4FRT9TBS,KR44FRT9TBS0,A282330
3090,BGF리테일  SP 2309-2,4FRT9TCS,KR44FRT9TCS8,A282330
3091,BGF리테일  SP 2309-2,4FRT9V3S,KR44FRT9V3S8,A282330
3092,BGF리테일  SP 2309-2,4FRT9V6S,KR44FRT9V6S1,A282330
3093,BGF리테일  SP 2309-2,4FRT9VCS,KR44FRT9VCS4,A282330
3094,BGF리테일  SP 2309-2,4FRT9W6S,KR44FRT9W6S0,A282330
3095,BGF리테일  SP 2309-2,4FRT9WCS,KR44FRT9WCS2,A282330
3096,LS         SP 2309-2,4FST9TAS,KR44FST9TAS1,A006260
3097,LS         SP 2309-2,4FST9TBS,KR44FST9TBS9,A006260
3098,LS         SP 2309-2,4FST9TCS,KR44FST9TCS7,A006260
3099,LS         SP 2309-2,4FST9V3S,KR44FST9V3S6,A006260
3100,LS         SP 2309-2,4FST9V6S,KR44FST9V6S9,A006260
3101,LS         SP 2309-2,4FST9VCS,KR44FST9VCS3,A006260
3102,LS         SP 2309-2,4FST9W6S,KR44FST9W6S8,A006260
3103,LS         SP 2309-2,4FST9WCS,KR44FST9WCS1,A006260
3104,대우건설   SP 2309-2,4FTT9TAS,KR44FTT9TAS0,A047040
3105,대우건설   SP 2309-2,4FTT9TBS,KR44FTT9TBS8,A047040
3106,대우건설   SP 2309-2,4FTT9TCS,KR44FTT9TCS6,A047040
3107,대우건설   SP 2309-2,4FTT9V3S,KR44FTT9V3S4,A047040
3108,대우건설   SP 2309-2,4FTT9V6S,KR44FTT9V6S7,A047040
3109,대우건설   SP 2309-2,4FTT9VCS,KR44FTT9VCS2,A047040
3110,대우건설   SP 2309-2,4FTT9W6S,KR44FTT9W6S6,A047040
3111,대우건설   SP 2309-2,4FTT9WCS,KR44FTT9WCS0,A047040
3112,한화오션   SP 2309-2,4FVT9TAS,KR44FVT9TAS6,A042660
3113,한화오션   SP 2309-2,4FVT9TBS,KR44FVT9TBS4,A042660
3114,한화오션   SP 2309-2,4FVT9TCS,KR44FVT9TCS2,A042660
3115,한화오션   SP 2309-2,4FVT9V3S,KR44FVT9V3S0,A042660
3116,한화오션   SP 2309-2,4FVT9V6S,KR44FVT9V6S3,A042660
3117,한화오션   SP 2309-2,4FVT9VCS,KR44FVT9VCS8,A042660
3118,한화오션   SP 2309-2,4FVT9W6S,KR44FVT9W6S2,A042660
3119,한화오션   SP 2309-2,4FVT9WCS,KR44FVT9WCS6,A042660
3120,대한전선   SP 2309-2,4FWT9TAS,KR44FWT9TAS5,A001440
3121,대한전선   SP 2309-2,4FWT9TBS,KR44FWT9TBS3,A001440
3122,대한전선   SP 2309-2,4FWT9TCS,KR44FWT9TCS1,A001440
3123,대한전선   SP 2309-2,4FWT9V3S,KR44FWT9V3S8,A001440
3124,대한전선   SP 2309-2,4FWT9V6S,KR44FWT9V6S1,A001440
3125,대한전선   SP 2309-2,4FWT9VCS,KR44FWT9VCS7,A001440
3126,대한전선   SP 2309-2,4FWT9W6S,KR44FWT9W6S0,A001440
3127,대한전선   SP 2309-2,4FWT9WCS,KR44FWT9WCS5,A001440
3128,동서       SP 2309-2,4FXT9TAS,KR44FXT9TAS4,A026960
3129,동서       SP 2309-2,4FXT9TBS,KR44FXT9TBS2,A026960
3130,동서       SP 2309-2,4FXT9TCS,KR44FXT9TCS0,A026960
3131,동서       SP 2309-2,4FXT9V3S,KR44FXT9V3S6,A026960
3132,동서       SP 2309-2,4FXT9V6S,KR44FXT9V6S9,A026960
3133,동서       SP 2309-2,4FXT9VCS,KR44FXT9VCS6,A026960
3134,동서       SP 2309-2,4FXT9W6S,KR44FXT9W6S8,A026960
3135,동서       SP 2309-2,4FXT9WCS,KR44FXT9WCS4,A026960
3136,두산퓨얼셀 SP 2309-2,4FYT9TAS,KR44FYT9TAS3,A336260
3137,두산퓨얼셀 SP 2309-2,4FYT9TBS,KR44FYT9TBS1,A336260
3138,두산퓨얼셀 SP 2309-2,4FYT9TCS,KR44FYT9TCS9,A336260
3139,두산퓨얼셀 SP 2309-2,4FYT9V3S,KR44FYT9V3S4,A336260
3140,두산퓨얼셀 SP 2309-2,4FYT9V6S,KR44FYT9V6S7,A336260
3141,두산퓨얼셀 SP 2309-2,4FYT9VCS,KR44FYT9VCS5,A336260
3142,두산퓨얼셀 SP 2309-2,4FYT9W6S,KR44FYT9W6S6,A336260
3143,두산퓨얼셀 SP 2309-2,4FYT9WCS,KR44FYT9WCS3,A336260
3144,롯데지주   SP 2309-2,4FZT9TAS,KR44FZT9TAS2,A004990
3145,롯데지주   SP 2309-2,4FZT9TBS,KR44FZT9TBS0,A004990
3146,롯데지주   SP 2309-2,4FZT9TCS,KR44FZT9TCS8,A004990
3147,롯데지주   SP 2309-2,4FZT9V3S,KR44FZT9V3S1,A004990
3148,롯데지주   SP 2309-2,4FZT9V6S,KR44FZT9V6S4,A004990
3149,롯데지주   SP 2309-2,4FZT9VCS,KR44FZT9VCS4,A004990
3150,롯데지주   SP 2309-2,4FZT9W6S,KR44FZT9W6S3,A004990
