,종목명,단축코드,확장코드,기초자산코드
1705,클래시스   F 202412,1GDVC000,KR41GDVC0002,A214150
1706,클래시스   F 202506,1GDW6000,KR41GDW60001,A214150
1707,클래시스   F 202512,1GDWC000,KR41GDWC0001,A214150
1708,티씨케이   F 202309,1GET9000,KR41GET90002,A064760
1709,티씨케이   F 202310,1GETA000,KR41GETA0007,A064760
1710,티씨케이   F 202311,1GETB000,KR41GETB0006,A064760
1711,티씨케이   F 202312,1GETC000,KR41GETC0005,A064760
1712,티씨케이   F 202403,1GEV3000,KR41GEV30004,A064760
1713,티씨케이   F 202406,1GEV6000,KR41GEV60001,A064760
1714,티씨케이   F 202412,1GEVC000,KR41GEVC0001,A064760
1715,티씨케이   F 202506,1GEW6000,KR41GEW60009,A064760
1716,티씨케이   F 202512,1GEWC000,KR41GEWC0000,A064760
1717,피엔티     F 202309,1GFT9000,KR41GFT90009,A137400
1718,피엔티     F 202310,1GFTA000,KR41GFTA0006,A137400
1719,피엔티     F 202311,1GFTB000,KR41GFTB0005,A137400
1720,피엔티     F 202312,1GFTC000,KR41GFTC0004,A137400
1721,피엔티     F 202403,1GFV3000,KR41GFV30001,A137400
1722,피엔티     F 202406,1GFV6000,KR41GFV60008,A137400
1723,피엔티     F 202412,1GFVC000,KR41GFVC0000,A137400
1724,피엔티     F 202506,1GFW6000,KR41GFW60006,A137400
1725,피엔티     F 202512,1GFWC000,KR41GFWC0009,A137400
1726,휴젤       F 202309,1GGT9000,KR41GGT90007,A145020
1727,휴젤       F 202310,1GGTA000,KR41GGTA0005,A145020
1728,휴젤       F 202311,1GGTB000,KR41GGTB0004,A145020
1729,휴젤       F 202312,1GGTC000,KR41GGTC0003,A145020
1730,휴젤       F 202403,1GGV3000,KR41GGV30009,A145020
1731,휴젤       F 202406,1GGV6000,KR41GGV60006,A145020
1732,휴젤       F 202412,1GGVC000,KR41GGVC0009,A145020
1733,휴젤       F 202506,1GGW6000,KR41GGW60004,A145020
1734,휴젤       F 202512,1GGWC000,KR41GGWC0008,A145020
1735,KODEX 삼성그룹 F 202,1M0T9000,KR41M0T90000,A102780
1736,KODEX 삼성그룹 F 202,1M0TC000,KR41M0TC0002,A102780
1737,KODEX 삼성그룹 F 202,1M0V3000,KR41M0V30002,A102780
1738,KODEX 삼성그룹 F 202,1M0V6000,KR41M0V60009,A102780
1739,TIGER 헬스케어 F 202,1M1T9000,KR41M1T90008,A143860
1740,TIGER 헬스케어 F 202,1M1TC000,KR41M1TC0001,A143860
1741,TIGER 헬스케어 F 202,1M1V3000,KR41M1V30000,A143860
1742,TIGER 헬스케어 F 202,1M1V6000,KR41M1V60007,A143860
1743,ARIRANG 고배당 F 202,1M2T9000,KR41M2T90006,A161510
1744,ARIRANG 고배당 F 202,1M2TC000,KR41M2TC0000,A161510
1745,ARIRANG 고배당 F 202,1M2V3000,KR41M2V30008,A161510
1746,ARIRANG 고배당 F 202,1M2V6000,KR41M2V60005,A161510
1747,TIGER 차이나CSI300 F,1M3T9000,KR41M3T90004,A192090
1748,TIGER 차이나CSI300 F,1M3TC000,KR41M3TC0009,A192090
1749,TIGER 차이나CSI300 F,1M3V3000,KR41M3V30006,A192090
1750,TIGER 차이나CSI300 F,1M3V6000,KR41M3V60003,A192090
1751,KODEX Top5PlusTR   F,1M4T9000,KR41M4T90002,A315930
1752,KODEX Top5PlusTR   F,1M4TC000,KR41M4TC0008,A315930
1753,KODEX Top5PlusTR   F,1M4V3000,KR41M4V30004,A315930
1754,KODEX Top5PlusTR   F,1M4V6000,KR41M4V60001,A315930
1755,TIGER 나스닥100    F,1M5T9000,KR41M5T90009,A133690
1756,TIGER 나스닥100    F,1M5TC000,KR41M5TC0007,A133690
1757,TIGER 나스닥100    F,1M5V3000,KR41M5V30001,A133690
1758,TIGER 나스닥100    F,1M5V6000,KR41M5V60008,A133690
1759,삼성전자   SP 2309-2,411T9TAS,KR4411T9TAS7,A005930
1760,삼성전자   SP 2309-2,411T9TBS,KR4411T9TBS5,A005930
1761,삼성전자   SP 2309-2,411T9TCS,KR4411T9TCS3,A005930
1762,삼성전자   SP 2309-2,411T9V3S,KR4411T9V3S4,A005930
1763,삼성전자   SP 2309-2,411T9V6S,KR4411T9V6S7,A005930
1764,삼성전자   SP 2309-2,411T9VCS,KR4411T9VCS9,A005930
1765,삼성전자   SP 2309-2,411T9W6S,KR4411T9W6S6,A005930
1766,삼성전자   SP 2309-2,411T9WCS,KR4411T9WCS7,A005930
1767,SK텔레콤   SP 2309-2,412T9TAS,KR4412T9TAS6,A017670
1768,SK텔레콤   SP 2309-2,412T9TBS,KR4412T9TBS4,A017670
1769,SK텔레콤   SP 2309-2,412T9TCS,KR4412T9TCS2,A017670
1770,SK텔레콤   SP 2309-2,412T9V3S,KR4412T9V3S2,A017670
1771,SK텔레콤   SP 2309-2,412T9V6S,KR4412T9V6S5,A017670
1772,SK텔레콤   SP 2309-2,412T9VCS,KR4412T9VCS8,A017670
1773,SK텔레콤   SP 2309-2,412T9W6S,KR4412T9W6S4,A017670
1774,SK텔레콤   SP 2309-2,412T9WCS,KR4412T9WCS6,A017670
1775,POSCO 홀딩 SP 2309-2,413T9TAS,KR4413T9TAS5,A005490
1776,POSCO 홀딩 SP 2309-2,413T9TBS,KR4413T9TBS3,A005490
1777,POSCO 홀딩 SP 2309-2,413T9TCS,KR4413T9TCS1,A005490
1778,POSCO 홀딩 SP 2309-2,413T9V3S,KR4413T9V3S0,A005490
1779,POSCO 홀딩 SP 2309-2,413T9V6S,KR4413T9V6S3,A005490
1780,POSCO 홀딩 SP 2309-2,413T9VCS,KR4413T9VCS7,A005490
1781,POSCO 홀딩 SP 2309-2,413T9W6S,KR4413T9W6S2,A005490
1782,POSCO 홀딩 SP 2309-2,413T9WCS,KR4413T9WCS5,A005490
1783,KT         SP 2309-2,414T9TAS,KR4414T9TAS4,A030200
1784,KT         SP 2309-2,414T9TBS,KR4414T9TBS2,A030200
1785,KT         SP 2309-2,414T9TCS,KR4414T9TCS0,A030200
1786,KT         SP 2309-2,414T9V3S,KR4414T9V3S8,A030200
1787,KT         SP 2309-2,414T9V6S,KR4414T9V6S1,A030200
1788,KT         SP 2309-2,414T9VCS,KR4414T9VCS6,A030200
1789,KT         SP 2309-2,414T9W6S,KR4414T9W6S0,A030200
1790,KT         SP 2309-2,414T9WCS,KR4414T9WCS4,A030200
1791,한국전력   SP 2309-2,415T9TAS,KR4415T9TAS3,A015760
1792,한국전력   SP 2309-2,415T9TBS,KR4415T9TBS1,A015760
1793,한국전력   SP 2309-2,415T9TCS,KR4415T9TCS9,A015760
1794,한국전력   SP 2309-2,415T9V3S,KR4415T9V3S5,A015760
1795,한국전력   SP 2309-2,415T9V6S,KR4415T9V6S8,A015760
1796,한국전력   SP 2309-2,415T9VCS,KR4415T9VCS5,A015760
1797,한국전력   SP 2309-2,415T9W6S,KR4415T9W6S7,A015760
1798,한국전력   SP 2309-2,415T9WCS,KR4415T9WCS3,A015760
1799,현대차     SP 2309-2,416T9TAS,KR4416T9TAS2,A005380
1800,현대차     SP 2309-2,416T9TBS,KR4416T9TBS0,A005380
1801,현대차     SP 2309-2,416T9TCS,KR4416T9TCS8,A005380
1802,현대차     SP 2309-2,416T9V3S,KR4416T9V3S3,A005380
1803,현대차     SP 2309-2,416T9V6S,KR4416T9V6S6,A005380
1804,현대차     SP 2309-2,416T9VCS,KR4416T9VCS4,A005380
1805,현대차     SP 2309-2,416T9W6S,KR4416T9W6S5,A005380
1806,현대차     SP 2309-2,416T9WCS,KR4416T9WCS2,A005380
1807,삼성증권   SP 2309-2,417T9TAS,KR4417T9TAS1,A016360
1808,삼성증권   SP 2309-2,417T9TBS,KR4417T9TBS9,A016360
1809,삼성증권   SP 2309-2,417T9TCS,KR4417T9TCS7,A016360
1810,삼성증권   SP 2309-2,417T9V3S,KR4417T9V3S1,A016360
1811,삼성증권   SP 2309-2,417T9V6S,KR4417T9V6S4,A016360
1812,삼성증권   SP 2309-2,417T9VCS,KR4417T9VCS3,A016360
1813,삼성증권   SP 2309-2,417T9W6S,KR4417T9W6S3,A016360
1814,삼성증권   SP 2309-2,417T9WCS,KR4417T9WCS1,A016360
1815,신한지주   SP 2309-2,418T9TAS,KR4418T9TAS0,A055550
1816,신한지주   SP 2309-2,418T9TBS,KR4418T9TBS8,A055550
1817,신한지주   SP 2309-2,418T9TCS,KR4418T9TCS6,A055550
1818,신한지주   SP 2309-2,418T9V3S,KR4418T9V3S9,A055550
1819,신한지주   SP 2309-2,418T9V6S,KR4418T9V6S2,A055550
1820,신한지주   SP 2309-2,418T9VCS,KR4418T9VCS2,A055550
1821,신한지주   SP 2309-2,418T9W6S,KR4418T9W6S1,A055550
1822,신한지주   SP 2309-2,418T9WCS,KR4418T9WCS0,A055550
1823,기아       SP 2309-2,419T9TAS,KR4419T9TAS9,A000270
1824,기아       SP 2309-2,419T9TBS,KR4419T9TBS7,A000270
1825,기아       SP 2309-2,419T9TCS,KR4419T9TCS5,A000270
1826,기아       SP 2309-2,419T9V3S,KR4419T9V3S7,A000270
1827,기아       SP 2309-2,419T9V6S,KR4419T9V6S0,A000270
1828,기아       SP 2309-2,419T9VCS,KR4419T9VCS1,A000270
1829,기아       SP 2309-2,419T9W6S,KR4419T9W6S9,A000270
1830,기아       SP 2309-2,419T9WCS,KR4419T9WCS9,A000270
1831,현대모비스 SP 2309-2,420T9TAS,KR4420T9TAS6,A012330
1832,현대모비스 SP 2309-2,420T9TBS,KR4420T9TBS4,A012330
1833,현대모비스 SP 2309-2,420T9TCS,KR4420T9TCS2,A012330
1834,현대모비스 SP 2309-2,420T9V3S,KR4420T9V3S5,A012330
1835,현대모비스 SP 2309-2,420T9V6S,KR4420T9V6S8,A012330
1836,현대모비스 SP 2309-2,420T9VCS,KR4420T9VCS8,A012330
1837,현대모비스 SP 2309-2,420T9W6S,KR4420T9W6S7,A012330
1838,현대모비스 SP 2309-2,420T9WCS,KR4420T9WCS6,A012330
1839,삼성SDI    SP 2309-2,422T9TAS,KR4422T9TAS4,A006400
1840,삼성SDI    SP 2309-2,422T9TBS,KR4422T9TBS2,A006400
1841,삼성SDI    SP 2309-2,422T9TCS,KR4422T9TCS0,A006400
1842,삼성SDI    SP 2309-2,422T9V3S,KR4422T9V3S1,A006400
1843,삼성SDI    SP 2309-2,422T9V6S,KR4422T9V6S4,A006400
1844,삼성SDI    SP 2309-2,422T9VCS,KR4422T9VCS6,A006400
1845,삼성SDI    SP 2309-2,422T9W6S,KR4422T9W6S3,A006400
1846,삼성SDI    SP 2309-2,422T9WCS,KR4422T9WCS4,A006400
1847,삼성전기   SP 2309-2,423T9TAS,KR4423T9TAS3,A009150
1848,삼성전기   SP 2309-2,423T9TBS,KR4423T9TBS1,A009150
1849,삼성전기   SP 2309-2,423T9TCS,KR4423T9TCS9,A009150
1850,삼성전기   SP 2309-2,423T9V3S,KR4423T9V3S9,A009150
1851,삼성전기   SP 2309-2,423T9V6S,KR4423T9V6S2,A009150
1852,삼성전기   SP 2309-2,423T9VCS,KR4423T9VCS5,A009150
1853,삼성전기   SP 2309-2,423T9W6S,KR4423T9W6S1,A009150
1854,삼성전기   SP 2309-2,423T9WCS,KR4423T9WCS3,A009150
1855,LG전자     SP 2309-2,424T9TAS,KR4424T9TAS2,A066570
1856,LG전자     SP 2309-2,424T9TBS,KR4424T9TBS0,A066570
1857,LG전자     SP 2309-2,424T9TCS,KR4424T9TCS8,A066570
1858,LG전자     SP 2309-2,424T9V3S,KR4424T9V3S7,A066570
1859,LG전자     SP 2309-2,424T9V6S,KR4424T9V6S0,A066570
1860,LG전자     SP 2309-2,424T9VCS,KR4424T9VCS4,A066570
1861,LG전자     SP 2309-2,424T9W6S,KR4424T9W6S9,A066570
1862,LG전자     SP 2309-2,424T9WCS,KR4424T9WCS2,A066570
1863,한국가스   SP 2309-2,428T9TAS,KR4428T9TAS8,A036460
1864,한국가스   SP 2309-2,428T9TBS,KR4428T9TBS6,A036460
1865,한국가스   SP 2309-2,428T9TCS,KR4428T9TCS4,A036460
1866,한국가스   SP 2309-2,428T9V3S,KR4428T9V3S8,A036460
1867,한국가스   SP 2309-2,428T9V6S,KR4428T9V6S1,A036460
1868,한국가스   SP 2309-2,428T9VCS,KR4428T9VCS0,A036460
1869,한국가스   SP 2309-2,428T9W6S,KR4428T9W6S0,A036460
1870,한국가스   SP 2309-2,428T9WCS,KR4428T9WCS8,A036460
1871,현대제철   SP 2309-2,432T9TAS,KR4432T9TAS2,A004020
1872,현대제철   SP 2309-2,432T9TBS,KR4432T9TBS0,A004020
1873,현대제철   SP 2309-2,432T9TCS,KR4432T9TCS8,A004020
1874,현대제철   SP 2309-2,432T9V3S,KR4432T9V3S0,A004020
1875,현대제철   SP 2309-2,432T9V6S,KR4432T9V6S3,A004020
1876,현대제철   SP 2309-2,432T9VCS,KR4432T9VCS4,A004020
1877,현대제철   SP 2309-2,432T9W6S,KR4432T9W6S2,A004020
1878,현대제철   SP 2309-2,432T9WCS,KR4432T9WCS2,A004020
1879,LG         SP 2309-2,434T9TAS,KR4434T9TAS0,A003550
1880,LG         SP 2309-2,434T9TBS,KR4434T9TBS8,A003550
1881,LG         SP 2309-2,434T9TCS,KR4434T9TCS6,A003550
1882,LG         SP 2309-2,434T9V3S,KR4434T9V3S6,A003550
1883,LG         SP 2309-2,434T9V6S,KR4434T9V6S9,A003550
1884,LG         SP 2309-2,434T9VCS,KR4434T9VCS2,A003550
1885,LG         SP 2309-2,434T9W6S,KR4434T9W6S8,A003550
1886,LG         SP 2309-2,434T9WCS,KR4434T9WCS0,A003550
1887,GS         SP 2309-2,435T9TAS,KR4435T9TAS9,A078930
1888,GS         SP 2309-2,435T9TBS,KR4435T9TBS7,A078930
1889,GS         SP 2309-2,435T9TCS,KR4435T9TCS5,A078930
1890,GS         SP 2309-2,435T9V3S,KR4435T9V3S3,A078930
1891,GS         SP 2309-2,435T9V6S,KR4435T9V6S6,A078930
1892,GS         SP 2309-2,435T9VCS,KR4435T9VCS1,A078930
1893,GS         SP 2309-2,435T9W6S,KR4435T9W6S5,A078930
1894,GS         SP 2309-2,435T9WCS,KR4435T9WCS9,A078930
1895,케이티앤지 SP 2309-2,436T9TAS,KR4436T9TAS8,A033780
1896,케이티앤지 SP 2309-2,436T9TBS,KR4436T9TBS6,A033780
1897,케이티앤지 SP 2309-2,436T9TCS,KR4436T9TCS4,A033780
1898,케이티앤지 SP 2309-2,436T9V3S,KR4436T9V3S1,A033780
1899,케이티앤지 SP 2309-2,436T9V6S,KR4436T9V6S4,A033780
1900,케이티앤지 SP 2309-2,436T9VCS,KR4436T9VCS0,A033780
1901,케이티앤지 SP 2309-2,436T9W6S,KR4436T9W6S3,A033780
1902,케이티앤지 SP 2309-2,436T9WCS,KR4436T9WCS8,A033780
1903,HD한국조선 SP 2309-2,439T9TAS,KR4439T9TAS5,A009540
1904,HD한국조선 SP 2309-2,439T9TBS,KR4439T9TBS3,A009540
1905,HD한국조선 SP 2309-2,439T9TCS,KR4439T9TCS1,A009540
1906,HD한국조선 SP 2309-2,439T9V3S,KR4439T9V3S5,A009540
1907,HD한국조선 SP 2309-2,439T9V6S,KR4439T9V6S8,A009540
1908,HD한국조선 SP 2309-2,439T9VCS,KR4439T9VCS7,A009540
1909,HD한국조선 SP 2309-2,439T9W6S,KR4439T9W6S7,A009540
1910,HD한국조선 SP 2309-2,439T9WCS,KR4439T9WCS5,A009540
1911,하나지주   SP 2309-2,440T9TAS,KR4440T9TAS2,A086790
1912,하나지주   SP 2309-2,440T9TBS,KR4440T9TBS0,A086790
1913,하나지주   SP 2309-2,440T9TCS,KR4440T9TCS8,A086790
1914,하나지주   SP 2309-2,440T9V3S,KR4440T9V3S3,A086790
1915,하나지주   SP 2309-2,440T9V6S,KR4440T9V6S6,A086790
1916,하나지주   SP 2309-2,440T9VCS,KR4440T9VCS4,A086790
1917,하나지주   SP 2309-2,440T9W6S,KR4440T9W6S5,A086790
1918,하나지주   SP 2309-2,440T9WCS,KR4440T9WCS2,A086790
1919,CJ         SP 2309-2,442T9TAS,KR4442T9TAS0,A001040
1920,CJ         SP 2309-2,442T9TBS,KR4442T9TBS8,A001040
1921,CJ         SP 2309-2,442T9TCS,KR4442T9TCS6,A001040
1922,CJ         SP 2309-2,442T9V3S,KR4442T9V3S9,A001040
1923,CJ         SP 2309-2,442T9V6S,KR4442T9V6S2,A001040
1924,CJ         SP 2309-2,442T9VCS,KR4442T9VCS2,A001040
1925,CJ         SP 2309-2,442T9W6S,KR4442T9W6S1,A001040
1926,CJ         SP 2309-2,442T9WCS,KR4442T9WCS0,A001040
1927,LGD        SP 2309-2,445T9TAS,KR4445T9TAS7,A034220
1928,LGD        SP 2309-2,445T9TBS,KR4445T9TBS5,A034220
1929,LGD        SP 2309-2,445T9TCS,KR4445T9TCS3,A034220
1930,LGD        SP 2309-2,445T9V3S,KR4445T9V3S2,A034220
1931,LGD        SP 2309-2,445T9V6S,KR4445T9V6S5,A034220
1932,LGD        SP 2309-2,445T9VCS,KR4445T9VCS9,A034220
1933,LGD        SP 2309-2,445T9W6S,KR4445T9W6S4,A034220
1934,LGD        SP 2309-2,445T9WCS,KR4445T9WCS7,A034220
1935,KB금융     SP 2309-2,446T9TAS,KR4446T9TAS6,A105560
1936,KB금융     SP 2309-2,446T9TBS,KR4446T9TBS4,A105560
1937,KB금융     SP 2309-2,446T9TCS,KR4446T9TCS2,A105560
1938,KB금융     SP 2309-2,446T9V3S,KR4446T9V3S0,A105560
